compania,videoperitacion,fecha_entrada,perito,provincia,honorario_gabinete,honorario_perito,tasacion_origen,tiempo_resolucion_dias
Mutua,No,2024-01-06,Perito D,Sevilla,23,20,5816,3.6
AXA,Si,2024-11-25,Perito D,Valencia,56,37,4307,3.5
Linea Directa,Si,2024-10-15,Perito A,Sevilla,23,17,1541,3.6
Generali,No,2025-04-08,Perito C,Málaga,32,47,3863,2.1
AXA,Si,2024-12-29,Perito D,Zaragoza,44,35,415,1.1
Mutua,Si,2024-05-02,Perito C,Málaga,32,34,538,1.1
Generali,Si,2025-06-21,Perito B,Málaga,37,15,6095,3.5
Mapfre,Si,2025-05-07,Perito C,Madrid,43,31,4262,4.0
AXA,Si,2025-02-27,Perito A,Málaga,21,43,2908,3.4
AXA,Si,2024-05-28,Perito C,Madrid,52,22,3352,5.0
Linea Directa,Si,2024-01-23,Perito C,Barcelona,38,40,1950,4.9
Linea Directa,No,2024-08-12,Perito B,Sevilla,28,42,5804,5.1
Generali,No,2024-06-12,Perito A,Zaragoza,47,48,2621,5.7
Mapfre,No,2024-07-29,Perito B,Zaragoza,54,40,7319,6.3
AXA,Si,2024-10-21,Perito D,Valencia,58,27,909,1.7
Generali,Si,2024-04-15,Perito B,Zaragoza,29,27,5519,5.3
AXA,No,2024-02-26,Perito A,Madrid,20,39,7904,7.2
Linea Directa,No,2024-02-09,Perito A,Zaragoza,40,37,6809,6.0
Mapfre,No,2024-01-02,Perito C,Madrid,28,36,5408,4.8
Mapfre,Si,2024-10-06,Perito A,Zaragoza,34,35,5587,4.7
Allianz,No,2024-10-08,Perito B,Valencia,54,44,3926,4.7
Generali,Si,2024-11-24,Perito A,Sevilla,24,25,3842,4.6
Linea Directa,No,2024-09-15,Perito D,Málaga,41,18,4193,3.7
Linea Directa,No,2024-11-04,Perito A,Sevilla,42,47,688,3.0
Linea Directa,Si,2025-02-17,Perito A,Madrid,26,26,5857,5.9
Mutua,Si,2025-01-02,Perito B,Málaga,42,23,246,2.8
AXA,Si,2024-08-20,Perito C,Barcelona,44,46,3559,3.8
Mapfre,Si,2024-09-26,Perito C,Valencia,46,25,5073,2.9
AXA,Si,2024-12-06,Perito B,Sevilla,25,38,5335,3.4
AXA,Si,2024-11-28,Perito C,Málaga,53,21,5006,5.3
Mutua,No,2024-01-02,Perito D,Valencia,28,22,600,1.7
Mapfre,Si,2025-06-05,Perito D,Sevilla,52,47,4190,1.9
Allianz,Si,2024-03-17,Perito C,Madrid,25,39,6113,6.9
Linea Directa,Si,2025-05-08,Perito B,Madrid,56,15,7324,5.3
Generali,No,2024-12-23,Perito B,Madrid,50,17,3357,3.9
AXA,No,2024-01-30,Perito C,Barcelona,53,42,4545,4.1
Mutua,Si,2024-11-03,Perito A,Zaragoza,48,47,590,3.3
Mutua,Si,2024-12-03,Perito C,Madrid,33,15,4053,4.7
Generali,Si,2024-04-23,Perito D,Madrid,55,41,4630,4.6
Generali,Si,2025-02-27,Perito D,Zaragoza,55,49,828,1.0
Mapfre,Si,2024-07-01,Perito A,Madrid,34,24,7886,4.9
AXA,Si,2024-08-04,Perito D,Málaga,27,26,4432,3.5
AXA,No,2024-06-18,Perito B,Valencia,45,24,3130,3.0
Generali,Si,2024-07-21,Perito A,Barcelona,55,48,7031,5.7
Linea Directa,Si,2024-12-15,Perito A,Sevilla,40,38,1721,2.2
Allianz,Si,2025-02-10,Perito A,Zaragoza,47,42,1026,4.5
AXA,Si,2024-11-06,Perito B,Zaragoza,23,36,5022,4.6
Mutua,No,2025-02-14,Perito D,Zaragoza,35,30,1700,5.7
Linea Directa,Si,2024-04-25,Perito C,Barcelona,41,27,6937,6.0
Generali,No,2024-10-13,Perito D,Valencia,31,37,3494,4.0
AXA,Si,2024-08-28,Perito C,Madrid,35,28,5285,5.4
Mapfre,Si,2024-06-23,Perito A,Zaragoza,59,46,2619,1.8
Generali,Si,2024-11-18,Perito C,Madrid,57,17,1134,1.6
Mutua,No,2024-08-10,Perito D,Sevilla,56,41,3242,4.3
Mapfre,No,2024-03-30,Perito B,Zaragoza,48,33,4697,4.0
Generali,Si,2024-01-22,Perito D,Barcelona,37,36,1666,3.1
Generali,Si,2024-08-08,Perito B,Barcelona,29,15,3761,2.6
AXA,Si,2025-01-28,Perito B,Sevilla,58,19,814,1.8
Mapfre,Si,2024-08-30,Perito B,Barcelona,37,47,5592,4.5
Generali,Si,2024-06-23,Perito C,Barcelona,20,33,7893,6.6
Linea Directa,Si,2024-03-10,Perito A,Barcelona,58,20,1382,4.1
Mutua,Si,2025-06-21,Perito A,Zaragoza,40,29,3423,2.3
Mapfre,No,2025-05-28,Perito A,Sevilla,20,47,7338,5.4
Linea Directa,No,2024-12-27,Perito B,Zaragoza,34,38,2867,5.1
AXA,Si,2025-01-13,Perito C,Sevilla,23,41,6531,3.7
Allianz,Si,2024-09-27,Perito C,Valencia,39,25,5417,4.7
Generali,Si,2025-03-25,Perito C,Barcelona,29,37,330,2.6
Allianz,Si,2024-08-12,Perito D,Valencia,42,47,7148,4.2
Generali,Si,2025-03-19,Perito C,Málaga,53,43,5490,3.9
Linea Directa,Si,2025-05-14,Perito C,Málaga,52,45,3183,3.0
AXA,No,2024-08-24,Perito C,Barcelona,53,15,7329,5.1
AXA,No,2024-05-26,Perito A,Madrid,58,48,4478,4.4
AXA,No,2025-03-06,Perito B,Málaga,29,32,7326,5.7
AXA,Si,2024-01-26,Perito D,Madrid,39,32,4659,4.1
Mapfre,No,2024-09-01,Perito A,Valencia,20,20,238,3.0
Mapfre,Si,2025-01-01,Perito C,Barcelona,32,15,7894,4.8
Generali,No,2024-01-22,Perito B,Valencia,20,44,4159,5.7
Mapfre,Si,2024-08-15,Perito B,Zaragoza,24,18,6840,5.3
Generali,No,2024-02-12,Perito B,Valencia,35,46,3787,5.0
Mapfre,Si,2025-01-26,Perito B,Sevilla,34,24,5668,5.5
Mapfre,No,2024-07-14,Perito C,Barcelona,47,19,7325,5.3
Mapfre,No,2024-03-17,Perito D,Sevilla,50,23,1120,3.1
Mutua,No,2024-06-26,Perito C,Valencia,42,19,7764,4.2
AXA,Si,2024-12-28,Perito B,Madrid,36,25,2969,3.6
Mutua,Si,2024-11-18,Perito C,Barcelona,53,49,7528,5.2
Mapfre,Si,2024-11-15,Perito B,Barcelona,32,41,4311,3.8
Mapfre,Si,2024-01-04,Perito C,Málaga,33,18,692,2.2
Mutua,Si,2024-01-13,Perito D,Madrid,30,24,5745,6.6
Linea Directa,No,2024-08-12,Perito B,Zaragoza,47,47,1331,3.7
Generali,Si,2024-08-13,Perito C,Madrid,51,22,7237,6.4
AXA,Si,2025-05-25,Perito A,Valencia,54,38,3721,3.8
Generali,Si,2024-08-19,Perito D,Valencia,50,47,510,1.0
Linea Directa,No,2025-05-08,Perito A,Valencia,36,33,938,3.2
AXA,No,2024-12-18,Perito C,Málaga,28,16,3441,3.6
Allianz,No,2025-04-24,Perito D,Madrid,29,25,745,3.7
AXA,Si,2025-03-02,Perito D,Sevilla,27,49,2661,3.0
Generali,Si,2024-09-24,Perito D,Madrid,40,31,4546,4.9
AXA,No,2024-11-26,Perito C,Sevilla,32,17,5054,5.0
Allianz,Si,2024-12-01,Perito D,Barcelona,24,36,2004,4.2
Allianz,Si,2024-10-02,Perito D,Sevilla,25,49,3412,2.0
Mapfre,Si,2025-03-08,Perito A,Barcelona,49,35,5593,5.9
Allianz,Si,2024-10-08,Perito C,Zaragoza,50,39,7783,5.1
Mutua,Si,2024-07-15,Perito B,Zaragoza,36,16,5927,4.9
Generali,No,2024-03-29,Perito C,Valencia,30,15,4010,3.6
Mutua,No,2024-02-10,Perito C,Madrid,39,21,6210,7.9
Linea Directa,No,2024-07-30,Perito D,Valencia,28,34,7406,4.2
Mutua,Si,2024-08-06,Perito A,Madrid,21,20,1013,3.4
Generali,No,2024-03-14,Perito A,Sevilla,56,35,4324,5.7
Linea Directa,Si,2025-02-11,Perito C,Madrid,20,49,5253,3.2
Mutua,No,2025-04-19,Perito B,Sevilla,23,22,2232,2.8
Mutua,Si,2025-05-08,Perito C,Madrid,55,18,4772,4.7
Linea Directa,Si,2025-03-10,Perito B,Barcelona,44,30,4613,2.7
Mutua,No,2025-05-02,Perito B,Sevilla,22,17,444,2.4
Allianz,No,2024-11-14,Perito C,Valencia,28,21,5043,4.8
Generali,No,2025-04-29,Perito D,Valencia,41,16,4992,3.3
Generali,Si,2024-09-09,Perito D,Valencia,42,15,471,3.4
Generali,No,2024-03-26,Perito B,Valencia,31,15,3711,5.0
Mutua,No,2025-04-05,Perito A,Barcelona,29,21,1971,5.6
Allianz,No,2025-01-23,Perito D,Barcelona,53,38,1462,4.1
Generali,No,2024-05-18,Perito D,Málaga,29,19,2624,4.1
AXA,Si,2024-10-04,Perito B,Málaga,49,35,4561,3.6
Generali,Si,2024-01-31,Perito B,Málaga,41,42,7269,3.4
Mapfre,Si,2024-10-27,Perito B,Zaragoza,25,32,1120,2.7
AXA,No,2024-03-27,Perito D,Málaga,21,38,3630,3.0
Generali,No,2024-02-18,Perito D,Madrid,49,46,4635,5.5
Mutua,No,2025-04-18,Perito A,Zaragoza,21,47,4684,5.4
Generali,Si,2024-03-05,Perito A,Sevilla,51,24,2824,2.8
Allianz,No,2024-06-22,Perito C,Valencia,35,23,3960,6.4
Allianz,Si,2024-07-20,Perito B,Madrid,31,47,2250,5.0
Generali,No,2024-06-26,Perito D,Zaragoza,20,47,3700,3.7
Mutua,Si,2025-04-21,Perito A,Barcelona,27,21,1365,4.5
Mutua,Si,2024-10-03,Perito B,Valencia,32,18,575,2.5
Mutua,No,2024-02-01,Perito B,Sevilla,34,42,2233,3.2
Generali,No,2025-02-07,Perito C,Sevilla,27,37,6667,5.8
Generali,Si,2024-06-16,Perito B,Barcelona,29,46,345,2.9
Mapfre,Si,2024-08-30,Perito A,Valencia,24,30,6277,3.2
Allianz,No,2024-03-01,Perito C,Málaga,38,24,4588,4.0
AXA,Si,2025-06-01,Perito D,Valencia,57,28,631,1.2
AXA,No,2024-10-04,Perito C,Valencia,30,48,904,1.4
Allianz,No,2024-10-07,Perito B,Sevilla,39,38,7292,6.8
Linea Directa,Si,2024-11-08,Perito B,Barcelona,39,32,6294,4.6
Mapfre,Si,2024-11-19,Perito A,Valencia,40,30,2832,3.1
Allianz,No,2024-04-12,Perito B,Madrid,37,39,4694,7.8
Mapfre,Si,2024-01-20,Perito D,Madrid,29,22,7160,3.9
Linea Directa,Si,2024-02-07,Perito A,Barcelona,53,38,7711,6.0
Mapfre,No,2024-08-11,Perito B,Málaga,45,34,1163,1.8
Mutua,Si,2024-03-02,Perito D,Zaragoza,49,44,7507,3.4
Allianz,Si,2025-06-10,Perito A,Valencia,28,34,2434,2.8
AXA,Si,2024-08-10,Perito B,Zaragoza,50,32,2241,3.9
Generali,Si,2024-03-11,Perito D,Valencia,23,18,2028,1.3
Linea Directa,No,2025-06-06,Perito D,Sevilla,25,20,2308,4.1
Linea Directa,Si,2024-12-30,Perito C,Valencia,33,17,4268,6.1
Generali,Si,2025-04-20,Perito A,Zaragoza,23,32,1138,4.6
Allianz,Si,2025-03-22,Perito C,Málaga,45,32,7747,1.7
Generali,Si,2024-10-19,Perito D,Valencia,58,37,5005,3.7
Mapfre,No,2025-03-14,Perito C,Valencia,36,49,1006,4.9
Generali,No,2025-04-20,Perito C,Sevilla,38,20,1663,2.7
Mapfre,No,2025-05-18,Perito C,Madrid,25,40,7686,6.5
Mapfre,Si,2024-11-27,Perito A,Madrid,48,35,5621,5.1
AXA,No,2024-03-24,Perito B,Málaga,30,38,3615,5.2
Generali,No,2024-09-20,Perito C,Barcelona,35,29,210,3.6
AXA,Si,2025-05-24,Perito B,Barcelona,49,41,5381,6.7
Generali,Si,2024-10-17,Perito A,Sevilla,44,46,2068,4.4
Mapfre,No,2024-09-06,Perito B,Zaragoza,59,26,6569,3.6
Generali,No,2024-11-03,Perito A,Zaragoza,30,19,7520,4.5
Linea Directa,Si,2024-10-25,Perito B,Valencia,26,21,6907,4.5
Linea Directa,Si,2025-05-12,Perito A,Sevilla,45,36,5067,4.0
AXA,Si,2024-05-28,Perito D,Zaragoza,41,41,5890,3.4
Mutua,No,2024-03-11,Perito A,Madrid,44,29,5903,5.9
Linea Directa,Si,2024-02-18,Perito B,Málaga,38,49,7942,3.6
AXA,No,2024-01-22,Perito C,Barcelona,50,40,5629,5.9
Mutua,No,2024-12-03,Perito D,Valencia,45,37,1084,3.3
Allianz,No,2024-11-21,Perito C,Barcelona,55,27,7610,7.6
AXA,Si,2024-02-26,Perito B,Madrid,42,40,3764,5.5
Linea Directa,No,2024-04-07,Perito C,Valencia,32,17,1589,3.6
Linea Directa,No,2024-01-24,Perito C,Madrid,44,43,3601,5.6
Generali,No,2025-05-09,Perito A,Barcelona,21,16,7474,5.3
Mutua,No,2024-04-02,Perito B,Barcelona,21,42,4521,6.2
Linea Directa,Si,2025-02-16,Perito C,Madrid,35,37,1024,4.7
Generali,No,2024-07-01,Perito C,Valencia,28,20,2465,4.5
Mutua,Si,2025-06-18,Perito C,Madrid,47,25,1136,3.3
AXA,Si,2025-05-05,Perito B,Valencia,32,48,3000,2.0
AXA,No,2024-03-13,Perito D,Sevilla,54,31,2753,2.5
Generali,No,2024-03-09,Perito C,Sevilla,32,17,6602,5.0
AXA,Si,2024-09-05,Perito C,Valencia,50,48,6207,4.5
Generali,Si,2024-11-24,Perito D,Madrid,40,36,4045,1.8
Mapfre,Si,2024-08-12,Perito D,Valencia,51,43,7884,2.8
Mutua,Si,2025-05-20,Perito D,Barcelona,53,43,1996,4.1
Generali,No,2024-02-14,Perito C,Madrid,27,19,253,5.8
Mutua,No,2024-03-29,Perito A,Zaragoza,21,24,7414,5.8
Mapfre,No,2024-05-09,Perito B,Valencia,57,24,926,4.0
Mutua,No,2025-04-24,Perito C,Barcelona,51,23,2936,4.9
Generali,Si,2024-01-20,Perito D,Málaga,59,35,5840,3.6
AXA,Si,2024-01-09,Perito D,Barcelona,47,27,3370,2.5
Mutua,No,2024-04-23,Perito D,Zaragoza,56,24,5339,4.8
Mutua,No,2025-01-29,Perito D,Valencia,20,25,2113,2.5
Linea Directa,No,2024-07-19,Perito A,Madrid,29,18,6072,6.8
Linea Directa,Si,2025-06-10,Perito B,Madrid,23,45,1796,4.4
Mapfre,No,2025-03-21,Perito A,Sevilla,54,48,2114,4.8
Allianz,Si,2024-09-19,Perito A,Zaragoza,29,49,7857,4.3
AXA,Si,2024-11-21,Perito B,Valencia,30,47,2666,3.2
Generali,Si,2024-08-29,Perito C,Barcelona,33,22,2937,3.4
Mapfre,Si,2024-06-02,Perito C,Barcelona,57,46,1049,4.1
Generali,No,2024-09-07,Perito A,Zaragoza,31,47,2309,5.1
Generali,Si,2024-04-17,Perito B,Valencia,36,22,7512,5.3
Mutua,Si,2025-01-23,Perito D,Barcelona,35,28,6559,6.2
Mapfre,No,2024-05-24,Perito B,Málaga,54,48,202,3.6
Mapfre,No,2025-06-07,Perito C,Zaragoza,21,22,4455,6.0
Linea Directa,Si,2024-05-11,Perito A,Sevilla,30,21,4269,4.7
AXA,No,2024-03-10,Perito D,Madrid,22,27,5076,4.5
Allianz,No,2024-04-30,Perito C,Barcelona,48,35,7487,6.8
Generali,Si,2025-05-05,Perito D,Málaga,37,46,1092,3.0
AXA,No,2024-09-29,Perito B,Valencia,39,25,2230,4.9
Linea Directa,Si,2024-08-31,Perito B,Barcelona,33,28,3360,3.7
AXA,Si,2025-02-04,Perito C,Zaragoza,53,25,2576,2.5
Generali,No,2024-05-17,Perito C,Valencia,50,16,4875,5.3
Mutua,No,2025-05-31,Perito D,Málaga,59,48,2133,2.5
Mutua,No,2025-04-17,Perito D,Málaga,37,31,1580,2.9
Generali,Si,2025-05-07,Perito B,Madrid,49,28,3881,4.5
Linea Directa,No,2024-01-16,Perito A,Valencia,44,39,1490,3.9
Linea Directa,Si,2025-04-03,Perito D,Sevilla,38,41,1840,3.0
Mapfre,No,2024-05-26,Perito B,Madrid,27,22,5247,6.6
Allianz,Si,2024-07-16,Perito A,Valencia,47,31,7690,5.3
Mutua,No,2025-04-05,Perito C,Valencia,27,19,2882,2.9
Allianz,Si,2024-01-26,Perito C,Málaga,50,26,1187,3.9
AXA,No,2024-12-05,Perito D,Zaragoza,22,32,7908,4.4
AXA,No,2024-09-28,Perito A,Málaga,22,40,1418,3.5
Generali,No,2024-06-27,Perito B,Valencia,41,45,5216,4.0
Generali,No,2025-01-24,Perito D,Zaragoza,36,20,7081,3.4
Generali,No,2024-09-03,Perito B,Zaragoza,55,29,1555,4.6
Linea Directa,Si,2024-01-05,Perito A,Málaga,36,40,4465,5.8
Mutua,Si,2024-09-18,Perito D,Valencia,33,26,4816,1.9
Allianz,No,2024-05-21,Perito A,Valencia,28,28,5782,3.6
AXA,Si,2025-04-06,Perito A,Zaragoza,49,15,4335,4.1
Allianz,Si,2024-07-03,Perito A,Madrid,40,31,1760,4.5
Mutua,No,2024-11-01,Perito B,Madrid,31,47,7628,4.4
Allianz,No,2024-07-05,Perito C,Sevilla,56,43,1618,2.5
Allianz,Si,2024-03-07,Perito D,Madrid,51,45,1154,4.2
Linea Directa,Si,2024-11-06,Perito B,Barcelona,30,22,7593,6.2
Generali,No,2024-06-27,Perito A,Barcelona,39,44,1183,6.2
Linea Directa,No,2024-05-17,Perito B,Málaga,54,27,7491,4.5
Linea Directa,No,2025-06-09,Perito A,Zaragoza,30,30,1174,3.9
Allianz,Si,2025-03-25,Perito A,Barcelona,27,16,4333,4.9
Allianz,No,2024-05-07,Perito A,Madrid,23,32,6671,7.8
Linea Directa,Si,2025-05-06,Perito A,Zaragoza,46,49,5570,3.7
Allianz,No,2024-10-20,Perito B,Sevilla,59,33,4172,3.9
Linea Directa,No,2024-03-07,Perito A,Valencia,57,27,5495,5.8
Mapfre,Si,2024-12-24,Perito B,Sevilla,49,18,5921,4.8
Linea Directa,No,2024-11-17,Perito B,Madrid,46,33,1113,3.9
AXA,Si,2025-03-15,Perito C,Madrid,40,39,4749,4.8
AXA,Si,2024-03-15,Perito B,Madrid,39,45,236,4.0
Allianz,Si,2025-05-21,Perito C,Málaga,23,18,3587,3.5
Linea Directa,No,2024-01-30,Perito C,Barcelona,30,21,1911,4.2
Linea Directa,No,2024-09-19,Perito C,Madrid,32,30,3220,5.4
Generali,No,2024-03-02,Perito B,Valencia,28,19,995,4.0
Generali,Si,2024-07-23,Perito C,Barcelona,23,37,4236,4.5
Generali,No,2025-01-28,Perito D,Barcelona,31,46,5268,5.8
Linea Directa,No,2024-09-27,Perito A,Málaga,28,38,4888,6.1
Linea Directa,No,2024-03-12,Perito B,Sevilla,32,39,5433,5.2
AXA,No,2024-02-18,Perito A,Zaragoza,45,42,3311,5.5
Mutua,No,2025-01-27,Perito B,Barcelona,57,33,1524,4.3
Allianz,Si,2025-03-12,Perito C,Barcelona,32,21,6567,4.7
AXA,No,2025-06-19,Perito D,Madrid,58,31,517,5.1
Generali,No,2024-11-02,Perito C,Valencia,47,16,2596,1.6
AXA,No,2024-02-08,Perito B,Madrid,38,30,2362,5.2
AXA,Si,2024-08-22,Perito C,Valencia,43,32,2945,2.7
AXA,No,2024-10-07,Perito D,Barcelona,38,15,5642,6.1
Generali,Si,2025-05-19,Perito A,Valencia,32,17,1791,1.9
Mutua,Si,2025-02-19,Perito A,Madrid,32,35,3311,5.0
Mapfre,No,2024-09-27,Perito C,Madrid,47,44,6185,6.7
Allianz,Si,2025-05-26,Perito B,Sevilla,21,25,6383,4.5
Allianz,Si,2024-05-02,Perito B,Málaga,29,36,4130,2.5
AXA,Si,2025-05-29,Perito A,Sevilla,41,39,2196,2.6
Mutua,No,2024-06-25,Perito D,Barcelona,32,17,6068,6.2
Generali,Si,2025-04-28,Perito C,Valencia,28,44,1512,2.4
Mapfre,No,2025-02-18,Perito C,Madrid,52,38,1485,2.5
Mapfre,No,2025-03-18,Perito A,Madrid,33,37,4511,5.5
AXA,Si,2025-01-10,Perito B,Madrid,39,22,7514,6.7
AXA,Si,2024-03-22,Perito C,Zaragoza,34,18,2583,2.7
Generali,Si,2024-12-13,Perito B,Madrid,51,45,3439,2.8
Generali,No,2024-06-16,Perito B,Zaragoza,52,43,2339,3.4
Linea Directa,No,2025-02-18,Perito A,Barcelona,36,27,6696,6.7
Generali,Si,2024-11-20,Perito B,Málaga,43,23,6914,3.6
AXA,Si,2024-12-22,Perito D,Sevilla,49,35,7938,5.5
Mutua,No,2024-04-19,Perito D,Zaragoza,32,17,7159,4.6
AXA,No,2025-02-05,Perito A,Sevilla,35,39,1904,3.9
AXA,No,2024-02-21,Perito C,Zaragoza,21,39,7124,5.2
Mapfre,Si,2024-03-24,Perito B,Madrid,36,26,562,1.4
Generali,Si,2024-01-30,Perito D,Madrid,51,43,2804,3.8
Allianz,No,2025-04-05,Perito A,Valencia,27,25,7712,5.5
Generali,No,2024-08-03,Perito A,Madrid,22,25,1916,2.7
Linea Directa,Si,2024-03-23,Perito B,Sevilla,31,40,5489,2.3
Mutua,No,2024-08-07,Perito A,Valencia,39,28,4651,5.0
Mutua,Si,2025-04-18,Perito C,Valencia,35,30,4486,4.7
Generali,No,2025-01-16,Perito B,Madrid,33,24,3938,6.0
Generali,No,2025-02-14,Perito C,Valencia,35,45,2669,4.4
AXA,No,2024-04-11,Perito D,Málaga,52,45,4995,4.3
Allianz,No,2025-02-23,Perito D,Madrid,49,24,6350,6.0
AXA,Si,2024-11-28,Perito D,Málaga,31,40,6476,3.8
Mapfre,No,2024-09-10,Perito D,Madrid,34,34,756,3.0
Mapfre,No,2024-12-28,Perito A,Zaragoza,37,23,1025,3.1
Mutua,Si,2024-08-28,Perito C,Málaga,47,29,3008,3.0
Mutua,Si,2025-03-31,Perito A,Madrid,42,23,5350,4.5
Allianz,Si,2024-05-14,Perito A,Sevilla,33,21,6878,3.1
Mutua,No,2024-10-29,Perito D,Zaragoza,49,40,4721,4.7
Linea Directa,Si,2024-04-24,Perito C,Zaragoza,52,38,7761,5.0
Mapfre,No,2025-01-23,Perito B,Zaragoza,34,26,2919,2.3
Allianz,Si,2024-09-11,Perito B,Madrid,26,34,6706,4.0
Mapfre,No,2024-10-23,Perito B,Sevilla,34,28,3708,4.6
Generali,Si,2024-05-14,Perito C,Barcelona,57,36,3941,3.2
Generali,Si,2025-05-06,Perito D,Zaragoza,30,30,1774,2.1
Allianz,Si,2024-01-12,Perito D,Barcelona,48,43,4198,4.7
AXA,No,2024-05-19,Perito C,Madrid,50,46,2329,4.3
Linea Directa,No,2024-01-01,Perito D,Zaragoza,44,33,2603,4.0
Linea Directa,Si,2024-10-17,Perito C,Sevilla,43,49,3529,2.7
Mutua,No,2024-08-25,Perito C,Sevilla,38,46,788,2.9
Allianz,No,2025-06-01,Perito B,Zaragoza,21,34,2212,4.2
Linea Directa,No,2025-02-28,Perito B,Valencia,41,34,1747,4.3
Mutua,No,2024-06-09,Perito A,Valencia,39,22,494,2.4
Mapfre,No,2024-04-03,Perito C,Zaragoza,52,49,2185,2.4
AXA,Si,2024-03-25,Perito B,Málaga,27,27,5543,2.3
Mutua,No,2024-05-22,Perito B,Valencia,44,20,5844,6.6
Generali,Si,2024-01-01,Perito B,Madrid,28,30,3317,3.7
Generali,Si,2024-08-24,Perito D,Valencia,53,19,1890,1.4
Mapfre,Si,2024-11-15,Perito B,Valencia,42,48,1336,2.7
Allianz,No,2025-06-17,Perito D,Madrid,24,20,5552,3.7
Mutua,No,2024-01-26,Perito B,Madrid,44,47,2264,4.4
Mapfre,Si,2024-08-08,Perito D,Málaga,27,29,4655,3.1
Generali,Si,2024-08-13,Perito D,Sevilla,35,29,7590,3.1
Generali,Si,2024-06-21,Perito B,Valencia,34,28,7209,3.2
Generali,Si,2025-05-01,Perito C,Zaragoza,20,19,4995,3.3
AXA,No,2024-08-09,Perito A,Zaragoza,41,40,4743,4.6
AXA,Si,2025-04-24,Perito A,Barcelona,22,31,7199,5.4
Generali,Si,2025-05-01,Perito C,Sevilla,57,30,6708,2.7
Linea Directa,No,2024-05-11,Perito B,Madrid,33,49,4970,4.2
Allianz,Si,2025-01-05,Perito C,Zaragoza,55,37,1207,3.7
AXA,No,2025-04-25,Perito B,Valencia,37,27,5645,3.6
Mutua,Si,2024-10-15,Perito B,Málaga,37,47,2714,2.7
AXA,No,2024-02-19,Perito B,Barcelona,22,43,6757,6.1
Mutua,No,2025-06-20,Perito B,Sevilla,29,48,3726,3.8
AXA,No,2024-08-25,Perito B,Valencia,58,48,4881,4.5
Generali,Si,2025-05-22,Perito C,Madrid,20,41,5552,4.5
Mutua,No,2025-02-05,Perito C,Sevilla,46,29,1447,3.1
Allianz,Si,2024-03-11,Perito A,Barcelona,46,23,5289,6.3
AXA,No,2024-07-09,Perito B,Madrid,30,40,4102,4.4
AXA,No,2024-01-06,Perito C,Barcelona,24,17,1635,3.9
Generali,No,2024-06-28,Perito C,Valencia,26,19,771,4.2
Mutua,Si,2025-01-22,Perito B,Sevilla,38,34,2582,2.3
Linea Directa,No,2025-04-15,Perito B,Málaga,48,34,1445,3.0
Generali,No,2024-09-21,Perito C,Valencia,34,19,2284,3.2
Mutua,No,2024-07-15,Perito B,Zaragoza,54,24,5284,5.8
AXA,No,2025-05-30,Perito D,Valencia,56,30,477,3.5
AXA,Si,2024-07-09,Perito C,Málaga,31,39,5515,2.7
AXA,Si,2024-06-02,Perito A,Málaga,49,39,7259,6.3
AXA,No,2025-03-06,Perito B,Zaragoza,39,44,2087,1.5
Mapfre,No,2025-03-26,Perito D,Zaragoza,56,28,4779,2.4
AXA,No,2024-01-01,Perito A,Madrid,22,36,1465,3.4
AXA,No,2024-09-19,Perito A,Barcelona,28,42,7691,6.0
Linea Directa,Si,2024-07-22,Perito A,Valencia,58,44,5026,3.7
Linea Directa,No,2025-05-14,Perito B,Madrid,45,33,6535,5.1
Mutua,No,2025-04-29,Perito A,Zaragoza,21,34,1240,2.7
AXA,Si,2024-08-01,Perito C,Madrid,42,49,6867,5.8
AXA,No,2024-03-09,Perito C,Valencia,42,36,1117,3.0
Mutua,No,2025-02-16,Perito B,Barcelona,40,29,6744,7.0
AXA,Si,2024-06-17,Perito B,Málaga,35,25,1085,3.2
AXA,No,2024-09-17,Perito A,Valencia,28,48,2952,4.6
Generali,Si,2024-02-01,Perito B,Barcelona,32,38,221,3.7
Mapfre,No,2024-05-16,Perito C,Málaga,47,20,4769,4.3
Mutua,Si,2024-08-29,Perito C,Sevilla,46,31,3391,1.8
Generali,Si,2024-10-01,Perito C,Valencia,36,42,6553,2.7
Linea Directa,No,2024-12-16,Perito B,Zaragoza,57,45,2553,1.8
Allianz,No,2025-04-23,Perito C,Valencia,55,23,7637,6.2
Allianz,No,2025-04-25,Perito B,Zaragoza,20,24,4999,4.7
Linea Directa,No,2025-04-09,Perito D,Barcelona,37,35,886,1.0
Mapfre,Si,2024-03-15,Perito A,Madrid,28,48,484,4.2
Allianz,No,2025-01-17,Perito D,Madrid,32,45,5011,5.2
Mapfre,No,2024-07-21,Perito C,Barcelona,59,43,3947,4.3
Allianz,No,2025-05-10,Perito A,Valencia,34,25,962,2.8
Allianz,Si,2024-04-14,Perito C,Valencia,23,47,5546,3.5
Generali,Si,2025-05-28,Perito C,Zaragoza,52,15,5243,4.9
Allianz,Si,2024-12-21,Perito D,Valencia,43,35,2628,2.3
Linea Directa,Si,2024-08-31,Perito C,Sevilla,55,37,2707,2.1
Mapfre,Si,2024-01-18,Perito A,Zaragoza,29,23,5326,6.4
AXA,No,2024-10-24,Perito C,Madrid,55,15,228,5.0
AXA,No,2025-05-27,Perito A,Sevilla,39,35,1106,4.8
AXA,No,2024-10-28,Perito D,Valencia,30,36,3304,4.6
